,corridor_name,train_year,train_week_num,train_departure_date_short,passengers,number_of_services,revenue,revenue_without_promotion,passengers_km,seats_km,day_category,price_mix_ratio,tickets_saudi,tickets_egyptian,tickets_pakistani,tickets_indian,tickets_yemeni,tickets_indonesian,tickets_jordanian,tickets_USA,tickets_britain
306,MAK-MAD,2022,44,2022-11-03,7712,28,1245255.20,1274879.5000,3032752.964,5227205.088,Autumn,1.15182831950207468880,3300,763,372,353,210,522,83,188,111
307,MAK-MAD,2022,44,2022-11-04,6206,22,966825.60,1005996.0000,2438850.242,4107089.712,Autumn,1.13931679020302932646,2200,870,393,306,197,434,70,95,81
308,MAK-MAD,2022,44,2022-11-05,8088,27,1297401.30,1329872.5000,3189100.802,5040519.192,Autumn,1.14877596439169139466,3492,951,376,384,202,511,138,134,142
309,MAK-MAD,2022,45,2022-11-06,5853,22,910370.95,962573.5000,2361270.416,4107089.712,Autumn,1.11737570476678626345,1804,766,306,231,211,517,61,189,153
310,MAK-MAD,2022,45,2022-11-07,6001,22,935996.50,985219.5000,2426956.616,4107089.712,Autumn,1.12502916180636560573,1534,1077,365,249,136,338,49,203,135
311,MAK-MAD,2022,45,2022-11-08,6414,22,1008287.45,1062969.0000,2569575.978,4107089.712,Autumn,1.14518241347053320861,2002,964,339,259,184,366,62,320,128
312,MAK-MAD,2022,45,2022-11-09,7443,22,1158562.10,1215214.5000,2881796.996,4107089.712,Autumn,1.16364369205965336558,3225,713,304,252,247,327,86,288,173
313,MAK-MAD,2022,45,2022-11-10,8507,26,1342702.25,1378061.0000,3268237.772,4853833.296,Autumn,1.15255671799694369343,3724,862,464,294,297,516,90,198,176
314,MAK-MAD,2022,45,2022-11-11,7005,25,1091905.72,1141573.5000,2732620.302,4667147.400,Autumn,1.15066381156316916488,2502,874,412,249,262,309,98,193,103
315,MAK-MAD,2022,45,2022-11-12,9571,31,1596870.40,1634095.0000,3784837.588,5787262.776,Autumn,1.17023299550726151917,4033,950,486,369,249,732,155,227,140
316,MAK-MAD,2022,46,2022-11-13,6596,24,1008695.50,1064623.0000,2633255.108,4480461.504,Autumn,1.12193753790175864160,1865,847,435,346,198,522,143,195,134
317,MAK-MAD,2022,46,2022-11-14,6807,22,1139353.50,1184809.0000,2764787.344,4107089.712,Autumn,1.15469369766416923755,1596,1343,395,225,178,681,71,211,176
318,MAK-MAD,2022,46,2022-11-15,6789,22,1136205.50,1185356.5000,2742203.874,4107089.712,Autumn,1.14626601855943437914,1889,923,360,271,217,734,42,190,203
319,MAK-MAD,2022,46,2022-11-16,7116,22,1167371.35,1216200.5000,2860898.872,4107089.712,Autumn,1.16391231028667790894,2080,913,340,351,206,879,54,510,146
320,MAK-MAD,2022,46,2022-11-17,8422,29,1332024.50,1366872.0000,3327178.020,5413890.984,Autumn,1.14194965566373782949,2831,972,416,436,255,730,90,242,181
321,MAK-MAD,2022,46,2022-11-18,6925,22,1112526.10,1154605.0000,2744894.282,4107089.712,Autumn,1.14369675090252707581,1976,1051,385,401,225,705,90,169,118
322,MAK-MAD,2022,46,2022-11-19,8272,27,1361419.80,1391251.5000,3323621.256,5040519.192,Autumn,1.15522243713733075435,2589,1063,482,441,212,707,174,399,160
323,MAK-MAD,2022,47,2022-11-20,7005,23,1193267.40,1237969.5000,2848154.398,4293775.608,Autumn,1.16616702355460385439,1553,1045,410,289,189,819,109,384,150
324,MAK-MAD,2022,47,2022-11-21,6588,22,1061064.60,1112478.5000,2651603.670,4107089.712,Autumn,1.15072859744990892532,1682,1059,347,277,182,347,83,441,167
325,MAK-MAD,2022,47,2022-11-22,7296,23,1231413.50,1276616.0000,2971051.124,4293775.608,Autumn,1.16821546052631578947,1731,808,357,259,177,458,45,1387,221
326,MAK-MAD,2022,47,2022-11-23,9536,39,1522749.55,1572158.0000,3847065.224,7280749.944,Autumn,1.14049916107382550336,3013,834,380,303,248,625,88,1803,142
327,MAK-MAD,2022,47,2022-11-24,10473,40,1707520.55,1731126.5000,4176223.876,7467435.840,School Leaves,1.18699513033514752220,4430,950,428,334,284,428,70,926,149
328,MAK-MAD,2022,47,2022-11-25,8830,42,1411808.80,1445956.0000,3560033.224,7840807.632,School Leaves,1.15468856172140430351,3792,750,372,304,206,612,99,593,110
329,MAK-MAD,2022,47,2022-11-26,10819,40,1821769.65,1852678.5000,4335022.690,7467435.840,School Leaves,1.18969405675201035216,4891,1027,365,308,284,495,218,486,166
330,MAK-MAD,2022,48,2022-11-27,10768,40,1719380.30,1775796.5000,4269666.074,7467435.840,School Leaves,1.17415490341753343239,5061,873,400,264,227,806,164,540,141
331,MAK-MAD,2022,48,2022-11-28,10366,40,1654793.00,1705301.0000,4083572.934,7467435.840,School Leaves,1.17720432182133899286,5115,984,345,258,251,371,112,300,158
332,MAK-MAD,2022,48,2022-11-29,11001,40,1754480.50,1810802.5000,4351615.716,7467435.840,School Leaves,1.17030269975456776657,5438,1062,435,269,317,409,90,319,131
333,MAK-MAD,2022,48,2022-11-30,11004,37,1740671.40,1795804.5000,4337198.514,6907378.152,School Leaves,1.16605779716466739368,5217,977,353,366,222,726,146,270,160
334,MAK-MAD,2022,48,2022-12-01,11397,40,1878460.50,1909806.0000,4520554.178,7467435.840,School Leaves,1.18528560147407212424,5054,1068,459,434,248,694,177,202,174
335,MAK-MAD,2022,48,2022-12-02,11231,42,1828251.90,1860882.0000,4440348.146,7840807.632,School Leaves,1.16796367197934289021,4506,1311,465,489,300,741,415,143,121
336,MAK-MAD,2022,48,2022-12-03,11843,40,1984234.40,2012489.0000,4718758.836,7467435.840,School Leaves,1.20080216161445579667,4877,1386,607,500,340,554,217,209,154
337,MAK-MAD,2022,49,2022-12-04,8251,39,1241883.75,1290811.5000,3244373.028,7280749.944,Pre Christmas,1.13841958550478729851,2676,981,424,374,268,424,113,156,153
338,MAK-MAD,2022,49,2022-12-05,7320,22,1216876.65,1266804.0000,2913202.844,4107089.712,Pre Christmas,1.16950819672131147541,1927,1308,310,286,266,449,58,196,140
339,MAK-MAD,2022,49,2022-12-06,6917,22,1125193.95,1175209.5000,2778822.546,4107089.712,Pre Christmas,1.16910510336851236085,2188,894,306,273,254,567,59,175,131
340,MAK-MAD,2022,49,2022-12-07,7752,22,1279530.25,1335744.5000,3091937.024,4107089.712,Pre Christmas,1.18037925696594427245,2383,889,330,266,171,654,64,240,151
341,MAK-MAD,2022,49,2022-12-08,9278,28,1590843.85,1616240.0000,3701695.002,5227205.088,Pre Christmas,1.18097650355680103471,3298,1145,431,378,285,411,96,213,169
342,MAK-MAD,2022,49,2022-12-09,7520,22,1292521.40,1331991.0000,3004178.780,4107089.712,Pre Christmas,1.17700797872340425532,2117,978,395,393,156,857,138,197,93
343,MAK-MAD,2022,49,2022-12-10,9624,27,1673370.30,1706365.5000,3831655.534,5040519.192,Pre Christmas,1.18522443890274314214,3488,1317,481,382,233,489,199,248,253
344,MAK-MAD,2022,50,2022-12-11,7356,22,1260883.55,1309148.5000,2979498.638,4107089.712,Pre Christmas,1.18996737357259380098,1826,1210,338,365,178,533,79,193,146
345,MAK-MAD,2022,50,2022-12-12,7375,22,1300174.35,1344907.5000,3010369.624,4107089.712,Pre Christmas,1.18980338983050847458,1389,1666,391,366,223,313,89,187,175
346,MAK-MAD,2022,50,2022-12-13,7629,22,1352695.95,1398885.0000,3138330.476,4107089.712,Pre Christmas,1.19646087298466378293,1682,1247,447,383,145,540,112,231,216
347,MAK-MAD,2022,50,2022-12-14,7938,22,1340597.85,1397913.0000,3173335.468,4107089.712,Pre Christmas,1.18794406651549508692,2398,1002,412,382,201,547,129,255,162
348,MAK-MAD,2022,50,2022-12-15,11882,34,2041110.90,2073873.0000,4718294.348,6347320.464,Pre Christmas,1.18963979128092913651,4245,1247,457,426,270,658,202,353,180
349,MAK-MAD,2022,50,2022-12-16,8506,24,1472305.40,1509733.5000,3373916.880,4480461.504,Pre Christmas,1.20149306371972725135,2509,1089,384,323,207,578,173,267,163
350,MAK-MAD,2022,50,2022-12-17,11512,31,2085380.30,2119545.5000,4609517.096,5787262.776,Pre Christmas,1.19437977762334954830,3736,1268,536,553,236,1039,177,210,176
351,MAK-MAD,2022,51,2022-12-18,9828,28,1693776.20,1739957.0000,3959626.430,5227205.088,Christmas,1.19304029304029304029,2968,1063,437,354,297,979,111,273,285
352,MAK-MAD,2022,51,2022-12-19,8285,22,1511694.70,1557785.5000,3315531.042,4107089.712,Christmas,1.20187085093542546771,1672,1112,416,340,198,692,165,338,290
353,MAK-MAD,2022,51,2022-12-20,8396,22,1573574.75,1622005.5000,3377642.672,4107089.712,Christmas,1.20899237732253454026,1547,1081,506,400,200,1091,95,335,398
354,MAK-MAD,2022,51,2022-12-21,8530,22,1609856.95,1656613.5000,3401652.350,4107089.712,Christmas,1.20806565064478311841,2007,938,462,343,172,697,116,492,452
355,MAK-MAD,2022,51,2022-12-22,10300,28,1948480.55,1973974.0000,4145798.158,5227205.088,Christmas,1.19852427184466019417,2132,1114,546,458,180,968,175,836,620
356,MAK-MAD,2022,51,2022-12-23,8276,24,1482180.80,1516779.5000,3299327.300,4480461.504,Christmas,1.18661188980183663606,1523,955,469,475,221,857,146,502,427
357,MAK-MAD,2022,51,2022-12-24,10771,29,2043737.25,2070046.0000,4319541.042,5413890.984,Christmas,1.20262742549438306564,2263,1069,633,579,234,1129,224,792,641
358,MAK-MAD,2022,52,2022-12-25,9188,26,1704405.50,1752678.5000,3695017.456,4853833.296,Christmas,1.18790814105354810623,1408,881,544,575,208,1108,143,486,700
359,MAK-MAD,2022,52,2022-12-26,9334,26,1781156.60,1825374.5000,3768460.428,4853833.296,Christmas,1.19904649667880865652,1272,990,512,496,182,800,118,599,667
360,MAK-MAD,2022,52,2022-12-27,9886,26,1853149.80,1902345.0000,3959868.462,4853833.296,Christmas,1.18313777058466518309,1583,821,516,471,146,1606,103,1021,620
361,MAK-MAD,2022,52,2022-12-28,10284,26,1904397.25,1954091.5000,4045885.522,4853833.296,Christmas,1.18308051341890315053,2185,898,702,542,193,1344,125,891,395
362,MAK-MAD,2022,52,2022-12-29,11777,32,2167414.45,2190246.5000,4669092.772,5973948.672,Christmas,1.18926721575953128980,3028,1076,502,507,204,1573,147,587,438
363,MAK-MAD,2022,52,2022-12-30,9949,28,1843494.55,1874224.5000,4038000.782,5227205.088,Christmas,1.18951653432505779475,1831,939,525,489,176,1753,121,418,271
364,MAK-MAD,2022,52,2022-12-31,12096,32,2313421.05,2339421.5000,4841204.706,5973948.672,Christmas,1.19734623015873015873,2776,1457,576,492,176,1793,252,447,320
365,MAK-MAD,2023,1,2023-01-01,8955,26,1701755.40,1735992.5000,3635271.178,4853833.296,Christmas,1.23212730318257956449,1466,888,516,300,159,1524,138,461,198
366,MAK-MAD,2023,1,2023-01-02,8601,26,1608971.30,1640045.0000,3548755.754,4853833.296,Christmas,1.23561213812347401465,1471,945,483,277,132,1191,120,437,202
367,MAK-MAD,2023,1,2023-01-03,8613,26,1564730.90,1594714.0000,3517832.902,4853833.296,Christmas,1.20919540229885057471,1601,1160,480,322,198,984,175,564,137
368,MAK-MAD,2023,1,2023-01-04,8682,26,1550654.70,1581958.5000,3566284.344,4853833.296,Winter,1.20400829302004146510,1851,934,498,378,203,983,121,327,199
369,MAK-MAD,2023,1,2023-01-05,10131,32,1784963.00,1805705.5000,4124768.292,5973948.672,Winter,1.19425525614450695884,2807,1072,563,441,243,1121,163,549,207
370,MAK-MAD,2023,1,2023-01-06,7883,26,1338778.20,1362501.0000,3160451.900,4853833.296,Winter,1.16052264366357985539,2006,856,580,385,212,591,112,265,126
371,MAK-MAD,2023,1,2023-01-07,9938,32,1723420.80,1742034.5000,4042742.152,5973948.672,Winter,1.18000603743207888911,2987,1075,522,306,212,950,265,358,146
372,MAK-MAD,2023,2,2023-01-08,7586,26,1313821.00,1338052.0000,3124466.346,4853833.296,Winter,1.18084629580806749275,1575,730,485,286,266,947,207,307,119
373,MAK-MAD,2023,2,2023-01-09,7398,26,1285025.30,1311338.5000,3037313.080,4853833.296,Winter,1.15742092457420924574,1464,1028,485,265,192,761,387,227,129
374,MAK-MAD,2023,2,2023-01-10,7556,26,1318841.40,1348715.5000,3109708.096,4853833.296,Winter,1.17116199047114875596,1659,781,440,211,170,1074,138,285,141
375,MAK-MAD,2023,2,2023-01-11,7703,26,1264463.45,1290204.5000,3105158.152,4853833.296,Winter,1.15963910164870829547,2362,727,449,228,270,586,174,272,97
376,MAK-MAD,2023,2,2023-01-12,11292,32,1961378.50,1979479.0000,4494483.010,5973948.672,School Leaves,1.16474495217853347503,4754,949,488,298,318,1008,265,415,182
377,MAK-MAD,2023,2,2023-01-13,8795,26,1499591.90,1521384.5000,3471921.252,4853833.296,School Leaves,1.16802728823194997157,3432,683,447,286,286,777,129,175,147
378,MAK-MAD,2023,2,2023-01-14,10833,32,1908078.40,1922669.5000,4252655.676,5973948.672,School Leaves,1.16624203821656050955,4469,978,533,301,289,949,334,279,191
379,MAK-MAD,2023,3,2023-01-15,9230,26,1653402.55,1678351.0000,3689954.204,4853833.296,School Leaves,1.20544962080173347779,3642,671,387,234,229,839,213,246,133
380,MAK-MAD,2023,3,2023-01-16,9554,26,1702698.20,1726507.5000,3770444.412,4853833.296,School Leaves,1.19518526271718651874,3405,806,372,209,227,872,158,300,267
381,MAK-MAD,2023,3,2023-01-17,8141,26,1435047.60,1460361.0000,3317783.908,4853833.296,Winter,1.18583712074683699791,2031,801,459,229,193,1122,138,347,198
382,MAK-MAD,2023,3,2023-01-18,8074,26,1418687.55,1442631.0000,3333547.124,4853833.296,Winter,1.17162496903641317810,1866,757,413,294,196,1006,178,335,156
383,MAK-MAD,2023,3,2023-01-19,9341,32,1636373.35,1647473.0000,3779705.428,5973948.672,Winter,1.17612675302430146665,2558,837,445,238,223,1108,394,319,178
384,MAK-MAD,2023,3,2023-01-20,7849,26,1336475.25,1352234.5000,3158508.292,4853833.296,Winter,1.16572811823162186266,1901,814,434,325,170,1156,134,235,155
385,MAK-MAD,2023,3,2023-01-21,10540,32,1932432.55,1945399.0000,4296995.944,5973948.672,Winter,1.18788425047438330171,2734,1348,505,363,220,1116,371,373,288
386,MAK-MAD,2023,4,2023-01-22,7767,26,1354587.00,1380294.0000,3175424.882,4853833.296,Winter,1.17311703360370799537,1553,811,457,199,171,977,265,231,169
387,MAK-MAD,2023,4,2023-01-23,7669,26,1412694.90,1438367.5000,3143399.702,4853833.296,Winter,1.18420915373581953319,1287,1067,386,197,145,862,213,236,213
388,MAK-MAD,2023,4,2023-01-24,8743,27,1643542.85,1667845.5000,3626669.310,5040519.192,Winter,1.19654580807503145373,1552,1106,325,273,201,1456,287,411,266
389,MAK-MAD,2023,4,2023-01-25,8948,27,1610587.45,1634894.5000,3636519.488,5040519.192,Winter,1.18734912829682610639,2077,1163,353,250,224,1315,154,266,222
390,MAK-MAD,2023,4,2023-01-26,10564,32,1892235.05,1903164.5000,4270895.374,5973948.672,Winter,1.19015524422567209390,3299,1301,416,232,221,911,346,282,212
391,MAK-MAD,2023,4,2023-01-27,8685,26,1572625.50,1587832.0000,3463237.590,4853833.296,Winter,1.19778929188255613126,2456,1155,370,277,195,919,146,184,153
392,MAK-MAD,2023,4,2023-01-28,11666,32,2147214.60,2159091.0000,4718095.324,5973948.672,Winter,1.20261443511057774730,3302,1452,438,326,255,1585,387,271,302
393,MAK-MAD,2023,5,2023-01-29,8087,26,1464242.60,1487113.5000,3308560.156,4853833.296,Winter,1.18270063064177074317,1638,1319,333,184,235,1243,305,254,188
394,MAK-MAD,2023,5,2023-01-30,8614,26,1599817.55,1621735.0000,3535908.994,4853833.296,Winter,1.18204086371023914558,1552,2419,267,128,195,723,148,200,180
395,MAK-MAD,2023,5,2023-01-31,8279,26,1524316.85,1546644.5000,3397874.228,4853833.296,Winter,1.19382775697548013045,1640,1660,338,199,193,986,124,258,234
396,MAK-MAD,2023,5,2023-02-01,9709,30,1710057.10,1738046.0000,3982350.096,5600576.880,Winter,1.18931918838191368833,2497,1648,327,169,263,1115,226,243,178
397,MAK-MAD,2023,5,2023-02-02,11572,38,1969933.35,1984051.5000,4616702.760,7094064.048,Winter,1.17867265814033874870,3771,1940,454,224,282,1082,182,307,194
398,MAK-MAD,2023,5,2023-02-03,8673,30,1411734.40,1431100.0000,3430592.602,5600576.880,Winter,1.15686613628502248357,2559,1406,337,292,206,871,275,196,192
399,MAK-MAD,2023,5,2023-02-04,12595,38,2214625.60,2231594.5000,5143402.068,7094064.048,Winter,1.18376339817387852322,3609,2378,431,325,275,1779,322,311,213
400,MAK-MAD,2023,6,2023-02-05,8753,28,1517897.65,1539584.0000,3579772.312,5227205.088,Winter,1.18137781332114703530,1993,1756,367,213,236,1019,242,212,242
401,MAK-MAD,2023,6,2023-02-06,8942,28,1596143.40,1621819.5000,3712460.180,5227205.088,Winter,1.18415343323641243570,1752,2449,305,257,204,642,131,251,263
402,MAK-MAD,2023,6,2023-02-07,8981,28,1594874.20,1621720.0000,3701550.994,5227205.088,Winter,1.18933303641019930965,1740,1674,408,213,204,1434,121,270,224
403,MAK-MAD,2023,6,2023-02-08,8632,30,1530557.20,1551087.0000,3503043.092,5600576.880,Winter,1.18041010194624652456,2240,1343,336,307,188,742,116,309,271
404,MAK-MAD,2023,6,2023-02-09,10079,38,1834726.75,1849510.0000,3954983.216,7094064.048,Winter,1.14206766544300029765,2993,1271,369,257,249,1379,203,241,264
405,MAK-MAD,2023,6,2023-02-10,7617,30,1328954.40,1344163.5000,2953287.852,5600576.880,Winter,1.14139424970460811343,2103,989,294,310,160,815,148,152,261
406,MAK-MAD,2023,6,2023-02-11,9818,38,1791666.95,1801811.0000,3890403.920,7094064.048,Winter,1.16295579547769403137,2894,1237,409,327,210,864,297,223,332
407,MAK-MAD,2023,7,2023-02-12,8217,28,1492841.30,1510494.5000,3368169.866,5227205.088,Winter,1.19222343921139101862,1643,849,372,174,182,1268,171,249,452
408,MAK-MAD,2023,7,2023-02-13,8953,28,1644936.55,1665263.5000,3695354.888,5227205.088,Winter,1.19977661119177929186,1629,1685,452,287,199,825,155,357,677
409,MAK-MAD,2023,7,2023-02-14,10061,28,1900686.65,1921115.0000,4132481.992,5227205.088,Winter,1.21036676274724182487,1717,1055,514,345,180,1751,160,402,971
410,MAK-MAD,2023,7,2023-02-15,9921,30,1796053.50,1814883.0000,4094960.130,5600576.880,Winter,1.21505896583005745389,2224,808,570,372,233,1095,163,351,970
411,MAK-MAD,2023,7,2023-02-16,11852,38,2087952.85,2098751.5000,4837961.568,7094064.048,Winter,1.19594161322983462707,3297,1174,567,395,244,1424,197,333,714
412,MAK-MAD,2023,7,2023-02-17,9207,30,1620781.55,1634711.5000,3741194.758,5600576.880,Winter,1.18162267839687194526,2532,912,323,334,214,1217,163,231,440
413,MAK-MAD,2023,7,2023-02-18,11573,38,2032725.10,2042809.0000,4724913.582,7094064.048,Winter,1.17953858118033353495,3493,1297,646,367,270,881,358,313,429
414,MAK-MAD,2023,8,2023-02-19,8947,28,1617274.15,1636703.5000,3697660.332,5227205.088,Winter,1.21184754666368615178,2061,883,460,248,202,1526,202,429,341
415,MAK-MAD,2023,8,2023-02-20,9388,28,1757677.30,1775801.5000,3888947.212,5227205.088,Winter,1.19959522795057520239,2064,1053,407,322,214,978,145,440,437
416,MAK-MAD,2023,8,2023-02-21,10748,28,2026166.00,2044872.5000,4352234.594,5227205.088,Bank holidays,1.21308150353554149609,2880,1000,457,338,186,1491,128,842,465
417,MAK-MAD,2023,8,2023-02-22,10337,30,1839995.40,1857762.0000,4202004.556,5600576.880,Foundation Day,1.20184773145013059882,2779,830,434,377,293,1098,151,689,463
418,MAK-MAD,2023,8,2023-02-23,11576,38,2016292.25,2024888.0000,4736921.716,7094064.048,Bank holidays,1.16782999308914996545,2804,995,576,417,296,1600,236,841,442
419,MAK-MAD,2023,8,2023-02-24,9619,30,1709033.40,1723811.5000,3907489.316,5600576.880,Bank holidays,1.18903212392140555151,2210,1157,465,442,264,1131,128,291,264
420,MAK-MAD,2023,8,2023-02-25,12169,38,2147314.10,2155371.5000,4971040.462,7094064.048,Bank holidays,1.18654778535623305120,2997,1258,510,467,253,1390,313,321,388
421,MAK-MAD,2023,9,2023-02-26,8576,28,1522405.25,1540794.5000,3552410.578,5227205.088,Pre Ramadan,1.19526585820895522388,1447,969,434,354,198,1145,191,240,269
422,MAK-MAD,2023,9,2023-02-27,8130,28,1396116.50,1410706.0000,3347673.868,5227205.088,Pre Ramadan,1.15236162361623616236,1816,1016,370,262,220,822,124,241,253
423,MAK-MAD,2023,9,2023-02-28,8287,28,1451255.85,1464826.0000,3384375.764,5227205.088,Pre Ramadan,1.17087003740798841559,2094,993,367,207,246,887,106,262,209
424,MAK-MAD,2023,9,2023-03-01,9167,30,1551951.75,1565824.5000,3711277.364,5600576.880,Pre Ramadan,1.16320497436456856114,2745,761,319,267,232,1036,159,292,215
425,MAK-MAD,2023,9,2023-03-02,13042,38,2190143.30,2196261.0000,5159239.130,7094064.048,School Leaves,1.17523385983744824413,5190,852,375,241,324,1723,250,316,208
426,MAK-MAD,2023,9,2023-03-03,10192,30,1709626.80,1720977.0000,4019622.206,5600576.880,School Leaves,1.17260596546310832025,3824,1046,333,335,243,1141,138,177,177
427,MAK-MAD,2023,9,2023-03-04,12540,40,2107196.55,2111511.0000,5005695.960,7467435.840,School Leaves,1.17227272727272727273,4806,1052,564,299,334,1236,300,272,230
428,MAK-MAD,2023,10,2023-03-05,10659,30,1841044.70,1855580.0000,4262732.876,5600576.880,School Leaves,1.18854489164086687307,4086,846,375,276,281,1139,258,250,213
429,MAK-MAD,2023,10,2023-03-06,10968,30,1911032.70,1926396.0000,4368364.096,5600576.880,School Leaves,1.19130196936542669584,4360,1363,426,266,279,717,133,276,269
430,MAK-MAD,2023,10,2023-03-07,11102,30,1960412.10,1976655.0000,4379037.008,5600576.880,School Leaves,1.18807422086110610701,4148,854,465,258,286,1423,176,505,285
431,MAK-MAD,2023,10,2023-03-08,11007,32,1837965.05,1850148.0000,4359822.970,5973948.672,School Leaves,1.17825020441537203598,4652,810,363,319,356,908,129,604,308
432,MAK-MAD,2023,10,2023-03-09,12485,40,2060108.80,2064862.5000,4950578.578,7467435.840,School Leaves,1.15844613536243492191,4305,1057,495,344,392,1746,237,389,225
433,MAK-MAD,2023,10,2023-03-10,10544,32,1737300.80,1750206.5000,4139759.296,5973948.672,School Leaves,1.16672989377845220030,3987,894,409,321,289,1148,171,217,233
434,MAK-MAD,2023,10,2023-03-11,12396,41,2031513.95,2039729.5000,4923999.566,7654121.736,School Leaves,1.14888673765730880929,4632,1084,515,340,374,1244,342,343,214
435,MAK-MAD,2023,11,2023-03-12,8583,28,1438132.55,1455561.5000,3456827.780,5227205.088,Pre Ramadan,1.16235581964348130024,2274,725,349,312,293,1025,210,347,199
436,MAK-MAD,2023,11,2023-03-13,8908,28,1557842.75,1575166.0000,3646391.422,5227205.088,Pre Ramadan,1.15710597215985630894,1998,1384,347,249,258,986,148,504,276
437,MAK-MAD,2023,11,2023-03-14,9449,28,1701195.80,1716197.5000,3883442.312,5227205.088,Pre Ramadan,1.17227219811620277278,2007,935,333,276,311,1008,144,1241,373
438,MAK-MAD,2023,11,2023-03-15,8962,30,1526845.75,1542596.5000,3673177.756,5600576.880,Pre Ramadan,1.15060254407498326266,2362,902,364,396,304,678,290,1025,188
439,MAK-MAD,2023,11,2023-03-16,10577,38,1766363.50,1779143.5000,4201779.390,7094064.048,Pre Ramadan,1.14794365131889949891,3180,1029,482,563,375,1008,185,528,207
440,MAK-MAD,2023,11,2023-03-17,8896,30,1478291.20,1492802.5000,3544958.638,5600576.880,Pre Ramadan,1.15195593525179856115,2434,1100,447,473,327,598,216,479,168
441,MAK-MAD,2023,11,2023-03-18,10686,38,1775429.50,1781686.0000,4229338.246,7094064.048,Pre Ramadan,1.14708029197080291971,3452,1343,477,593,291,844,353,409,182
442,MAK-MAD,2023,12,2023-03-19,7467,28,1224860.70,1238050.5000,2964842.232,5227205.088,Pre Ramadan,1.15492165528324628365,2009,855,399,430,345,542,143,317,140
443,MAK-MAD,2023,12,2023-03-20,7708,28,1312290.85,1328383.0000,3081206.118,5227205.088,Pre Ramadan,1.16097560975609756098,1675,790,406,441,248,723,149,476,168
444,MAK-MAD,2023,12,2023-03-21,7227,28,1282045.10,1296198.5000,2903141.186,5227205.088,Pre Ramadan,1.16500622665006226650,1748,783,443,363,304,685,77,341,152
445,MAK-MAD,2023,12,2023-03-22,5947,20,1140206.50,1144888.0000,2314948.730,3733717.920,Pre Ramadan,1.23608542122078358836,1614,633,397,375,185,461,88,348,174
446,MAK-MAD,2023,12,2023-03-23,9732,36,1968254.00,1972296.0000,3928584.276,6720692.256,Ramadan 1-18,1.30234278668310727497,2398,1458,502,533,196,827,105,518,236
447,MAK-MAD,2023,12,2023-03-24,9192,46,1742192.50,1751844.5000,3677653.982,8587551.216,Ramadan 1-18,1.27532637075718015666,2649,1026,553,576,215,794,144,310,210
448,MAK-MAD,2023,12,2023-03-25,11243,38,2294470.50,2301394.0000,4497202.024,7094064.048,Ramadan 1-18,1.31878502179133683181,3449,1185,551,624,302,934,215,376,245
449,MAK-MAD,2023,13,2023-03-26,9655,32,1865474.50,1871843.5000,3868714.942,5973948.672,Ramadan 1-18,1.24581046090108751942,3154,919,455,501,274,886,118,291,204
450,MAK-MAD,2023,13,2023-03-27,9730,30,1900364.00,1909659.0000,3882240.336,5600576.880,Ramadan 1-18,1.24798561151079136691,3039,1173,570,416,356,572,68,293,213
451,MAK-MAD,2023,13,2023-03-28,10491,30,2104410.00,2118675.0000,4188934.850,5600576.880,Ramadan 1-18,1.26414069202173291393,3573,1073,426,416,342,721,116,539,258
452,MAK-MAD,2023,13,2023-03-29,10883,30,2095823.50,2126517.0000,4230335.676,5600576.880,Ramadan 1-18,1.25680419002113387853,4177,921,543,428,435,694,127,335,196
453,MAK-MAD,2023,13,2023-03-30,12854,36,2357866.00,2403925.0000,4869935.746,6720692.256,Ramadan 1-18,1.29880970903998755251,5489,1066,575,456,452,530,171,357,266
454,MAK-MAD,2023,13,2023-03-31,13274,46,2214981.83,2302023.5000,4781603.498,8587551.216,Ramadan 1-18,1.27464215760132590026,5270,1338,746,649,517,628,213,252,239
455,MAK-MAD,2023,13,2023-04-01,15008,40,2678435.20,2754648.5000,5394516.026,7467435.840,Ramadan 1-18,1.31289312366737739872,6089,1524,637,634,574,566,455,270,356
456,MAK-MAD,2023,14,2023-04-02,13233,36,2217389.00,2275200.0000,4770810.520,6720692.256,Ramadan 1-18,1.24345953298571752437,5697,1171,512,531,633,599,156,273,264
457,MAK-MAD,2023,14,2023-04-03,12752,34,2170625.00,2225136.0000,4625967.568,6347320.464,Ramadan 1-18,1.25304265997490589711,5120,1315,553,399,616,548,124,290,335
458,MAK-MAD,2023,14,2023-04-04,13338,34,2394821.00,2443194.0000,4944679.442,6347320.464,Ramadan 1-18,1.26518218623481781377,5282,1111,484,454,608,645,162,583,351
459,MAK-MAD,2023,14,2023-04-05,13859,34,2575340.00,2637697.0000,5217675.934,6347320.464,Ramadan 1-18,1.26538711306732087452,5670,1185,558,517,495,527,190,382,508
460,MAK-MAD,2023,14,2023-04-06,15293,36,2848039.00,2908570.5000,5625510.336,6720692.256,Ramadan 1-18,1.29599816909697247107,6448,1308,670,627,501,688,166,303,477
461,MAK-MAD,2023,14,2023-04-07,17147,46,2754254.48,2892211.8500,5932748.862,8587551.216,Ramadan 1-18,1.29611593864816002799,6663,1676,1006,890,774,440,228,316,572
462,MAK-MAD,2023,14,2023-04-08,17472,42,3068167.40,3174492.0000,6196241.270,7840807.632,Ramadan 1-18,1.30482486263736263736,6985,1693,955,722,771,450,239,314,695
