,corridor_name,train_year,train_week_num,train_departure_date_short,passengers,number_of_services,revenue,revenue_without_promotion,passengers_km,seats_km,day_category,price_mix_ratio,tickets_saudi,tickets_egyptian,tickets_pakistani,tickets_indian,tickets_yemeni,tickets_indonesian,tickets_jordanian,tickets_USA,tickets_britain
894,MAK-MAD,2024,24,2024-06-13,19315,51,3894769.30,4614499.3000,7668009.692,9520980.696,Hajj 7,1.37264302355682112348,9236,2184,332,203,1564,111,65,760,41
895,MAK-MAD,2024,24,2024-06-14,17914,56,2922297.70,3785298.1000,6941322.154,10454410.176,Hajj 8,1.33816568047337278107,8269,4055,247,158,2030,233,72,51,17
896,MAK-MAD,2024,24,2024-06-15,7918,24,803049.90,1047820.6000,2308237.946,4480461.504,Arafat Day,1.19216973983329123516,5058,437,215,162,528,62,35,25,16
897,MAK-MAD,2024,25,2024-06-16,7554,24,866532.60,1118579.0000,2632294.680,4480461.504,EID - Al Adha,1.18721207307386814932,4552,459,270,228,807,61,25,29,15
898,MAK-MAD,2024,25,2024-06-17,9827,30,1182976.60,1501369.1000,3427090.110,5600576.880,EID - Al Adha,1.20698076727383738679,5559,616,368,373,1005,110,33,37,13
899,MAK-MAD,2024,25,2024-06-18,16140,47,3117363.31,3464150.0000,6308011.148,8774237.112,Hajj 12,1.32327137546468401487,7178,1266,464,237,1280,262,120,103,37
900,MAK-MAD,2024,25,2024-06-19,16810,57,3745641.13,4009830.8000,6784816.624,10641096.072,Hajj 13,1.31284949434860202261,6140,2001,734,318,687,440,135,728,91
901,MAK-MAD,2024,25,2024-06-20,16872,60,3950632.66,4220262.2000,7140367.714,11201153.760,Hajj 14-20,1.33465504978662873400,2432,2682,1594,246,732,1356,80,683,93
902,MAK-MAD,2024,25,2024-06-21,11928,48,2412455.89,2531455.5000,4947489.302,8960923.008,Hajj 14-20,1.25100603621730382294,1874,1143,428,238,402,1066,61,234,70
903,MAK-MAD,2024,25,2024-06-22,10735,46,1853138.66,1953733.2000,4332883.102,8587551.216,Hajj 14-20,1.20202142524452724732,2563,887,368,276,453,732,54,279,67
904,MAK-MAD,2024,26,2024-06-23,12499,50,2501171.25,2626826.0000,5215758.542,9334294.800,Hajj 14-20,1.27220577646211696936,1664,1117,946,266,805,1004,28,188,84
905,MAK-MAD,2024,26,2024-06-24,10224,46,1897916.66,2009954.7000,4249350.660,8587551.216,Hajj 14-20,1.24659624413145539906,1696,497,250,235,262,695,22,139,97
906,MAK-MAD,2024,26,2024-06-25,7896,46,1201829.73,1296187.7000,3156014.314,8587551.216,Hajj 14-20,1.15771276595744680851,1832,419,253,176,320,550,21,90,34
907,MAK-MAD,2024,26,2024-06-26,10683,46,2114760.40,2271572.5000,4427620.474,8587551.216,Hajj 14-20,1.30943555181128896377,1884,353,366,248,269,2077,23,90,30
908,MAK-MAD,2024,26,2024-06-27,10484,40,1964374.84,1970075.1000,4324371.324,7467435.840,Summer Holidays,1.13291682563906905761,1935,315,237,216,105,3002,27,77,44
909,MAK-MAD,2024,26,2024-06-28,7386,40,1114834.72,1120453.3000,2991901.090,7467435.840,Summer Holidays,1.06965881397238017872,2101,360,268,173,250,284,28,93,26
910,MAK-MAD,2024,26,2024-06-29,7522,40,1057025.15,1062671.9000,2967893.362,7467435.840,Summer Holidays,1.03485775059824514757,2733,286,247,235,182,306,35,117,26
911,MAK-MAD,2024,27,2024-06-30,7742,38,1194873.72,1200583.6000,3119081.284,7094064.048,Summer Holidays,1.10877034358047016275,2222,226,166,166,137,660,10,90,16
912,MAK-MAD,2024,27,2024-07-01,7317,38,1081552.95,1085882.1000,2964751.220,7094064.048,Summer Holidays,1.06400164001640016400,2133,251,202,172,164,449,25,105,50
913,MAK-MAD,2024,27,2024-07-02,6815,38,967988.79,973148.9000,2727024.168,7094064.048,Summer Holidays,1.02909757887013939839,2163,287,132,166,204,353,27,81,43
914,MAK-MAD,2024,27,2024-07-03,8495,38,970453.44,1231218.9000,3296658.246,7094064.048,Summer Holidays,1.05208946439081812831,2834,379,274,229,301,257,30,192,33
915,MAK-MAD,2024,27,2024-07-04,12017,40,1190675.40,1832760.8000,4461940.462,7467435.840,Summer Holidays,1.11184155779312640426,4371,807,552,433,509,381,73,225,88
916,MAK-MAD,2024,27,2024-07-05,11815,40,1106728.43,1784913.5000,4401226.260,7467435.840,Summer Holidays,1.11550571307659754549,3893,881,668,475,526,464,112,212,58
917,MAK-MAD,2024,27,2024-07-06,13717,40,1259537.04,2180423.5000,5164062.088,7467435.840,Summer Holidays,1.13492017204928191295,5718,1049,691,513,531,435,92,221,91
918,MAK-MAD,2024,28,2024-07-07,9010,22,988583.22,1658818.1000,3445628.408,4107089.712,Summer Holidays,1.16827968923418423973,3188,605,306,467,354,209,29,210,119
919,MAK-MAD,2024,28,2024-07-08,8618,22,783985.52,1481517.3000,3190254.106,4107089.712,Summer Holidays,1.16559526572290554653,3890,652,437,321,356,226,40,217,107
920,MAK-MAD,2024,28,2024-07-09,9060,22,904259.40,1614882.4000,3368619.548,4107089.712,Summer Holidays,1.17937086092715231788,3920,712,434,235,402,247,60,247,120
921,MAK-MAD,2024,28,2024-07-10,9860,22,954157.10,1769930.4000,3561701.158,4107089.712,Summer Holidays,1.18085192697768762677,4601,784,476,421,477,175,57,326,136
922,MAK-MAD,2024,28,2024-07-11,10990,26,1192122.50,2008271.8000,4039450.082,4853833.296,Summer Holidays,1.15889899909008189263,4479,1007,652,515,394,280,70,283,142
923,MAK-MAD,2024,28,2024-07-12,8236,18,876514.80,1561898.3000,3008596.428,3360346.128,Summer Holidays,1.19385624089363768820,3013,1022,602,482,270,212,83,274,133
924,MAK-MAD,2024,28,2024-07-13,10435,24,1142015.40,1948692.3000,3879101.380,4480461.504,Summer Holidays,1.17310014374700527072,4502,922,700,458,346,345,92,290,238
925,MAK-MAD,2024,29,2024-07-14,9537,22,939348.40,1781946.4000,3542732.022,4107089.712,Summer Holidays,1.17867253853413022963,4498,581,752,295,338,363,84,233,191
926,MAK-MAD,2024,29,2024-07-15,9367,22,949975.20,1779081.2000,3536975.366,4107089.712,Summer Holidays,1.18319632753282801324,4080,616,772,333,393,289,54,294,178
927,MAK-MAD,2024,29,2024-07-16,9269,22,921311.70,1721584.7000,3497636.352,4107089.712,Summer Holidays,1.18377386988887690150,4042,739,685,305,306,374,91,274,199
928,MAK-MAD,2024,29,2024-07-17,12790,32,1195330.50,2316890.5000,4855894.948,5973948.672,Summer Holidays,1.17383111806098514464,5766,862,1030,401,536,490,84,368,205
929,MAK-MAD,2024,29,2024-07-18,13297,32,1326313.40,2446934.2000,4953392.872,5973948.672,Summer Holidays,1.16776716552605850944,5559,1284,1172,531,537,424,143,365,271
930,MAK-MAD,2024,29,2024-07-19,11607,28,1088531.60,2122394.7000,4345510.632,5227205.088,Summer Holidays,1.18040837425691393125,4692,1471,1078,510,501,504,73,226,161
931,MAK-MAD,2024,29,2024-07-20,13510,32,1398101.80,2577911.6000,5106484.524,5973948.672,Summer Holidays,1.17331606217616580311,5829,1132,1141,484,466,606,130,351,299
932,MAK-MAD,2024,30,2024-07-21,13055,32,1277982.90,2478078.4000,5075989.538,5973948.672,Summer Holidays,1.18395250861738797396,5686,894,989,357,501,1061,88,386,287
933,MAK-MAD,2024,30,2024-07-22,12831,32,1254236.20,2386841.6000,4952018.254,5973948.672,Summer Holidays,1.18026654196866962824,5862,841,968,368,453,763,73,300,376
934,MAK-MAD,2024,30,2024-07-23,14258,36,1353035.50,2655449.7000,5559607.020,6720692.256,Summer Holidays,1.18475943330060317015,6554,792,922,365,607,975,79,344,299
935,MAK-MAD,2024,30,2024-07-24,14634,36,1393691.10,2700653.6000,5626250.420,6720692.256,Summer Holidays,1.17859778597785977860,7226,1036,1002,273,600,583,75,381,328
936,MAK-MAD,2024,30,2024-07-25,15934,38,1605708.80,2985512.4000,6022639.012,7094064.048,Summer Holidays,1.17654700640140579892,6896,1498,1043,631,611,1109,148,409,370
937,MAK-MAD,2024,30,2024-07-26,14114,34,1334905.40,2604362.9000,5401127.484,6347320.464,Summer Holidays,1.18823862831231401445,5773,1468,1142,593,611,1022,91,238,282
938,MAK-MAD,2024,30,2024-07-27,16162,38,1677642.80,3116459.8000,6191053.152,7094064.048,Summer Holidays,1.18114713525553768098,7014,1174,1287,558,460,1086,477,386,416
939,MAK-MAD,2024,31,2024-07-28,14862,36,1495347.10,2914150.0000,5837149.176,6720692.256,Summer Holidays,1.18924101735970932580,7173,875,828,349,491,1465,75,252,322
940,MAK-MAD,2024,31,2024-07-29,15014,36,1478129.20,2902984.9000,5841756.260,6720692.256,Summer Holidays,1.19649660317037431730,7317,897,1013,308,470,1315,137,300,358
941,MAK-MAD,2024,31,2024-07-30,15102,36,1516245.90,2959613.8000,5915876.240,6720692.256,Summer Holidays,1.19261025029797377831,7501,776,792,287,435,1923,66,259,359
942,MAK-MAD,2024,31,2024-07-31,15240,36,1548309.70,2990424.5000,5901231.942,6720692.256,Summer Holidays,1.19523622047244094488,7728,757,936,357,496,1457,57,356,361
943,MAK-MAD,2024,31,2024-08-01,16301,38,1705290.55,3138342.6000,6177385.088,7094064.048,Summer Holidays,1.17743083246426599595,7799,1302,1033,468,547,1365,134,209,342
944,MAK-MAD,2024,31,2024-08-02,15481,36,1535658.80,2958011.4000,5861966.578,6720692.256,Summer Holidays,1.18153866029326270913,6343,1459,1355,635,570,1206,118,256,342
945,MAK-MAD,2024,31,2024-08-03,16911,40,1759342.42,3292994.5000,6488617.896,7467435.840,Summer Holidays,1.17147418839808408728,8003,1017,1186,562,560,1393,108,259,474
946,MAK-MAD,2024,32,2024-08-04,15375,38,1571711.11,3074550.2000,6096521.842,7094064.048,Summer Holidays,1.18903414634146341463,6548,810,890,347,562,2033,96,346,382
947,MAK-MAD,2024,32,2024-08-05,15435,38,1568490.35,3015848.2000,6126674.470,7094064.048,Summer Holidays,1.17994169096209912536,7014,693,1014,353,567,1653,100,275,550
948,MAK-MAD,2024,32,2024-08-06,15501,38,1592766.91,3104983.9000,6142537.520,7094064.048,Summer Holidays,1.18920069672924327463,7006,883,939,313,458,1875,331,445,508
949,MAK-MAD,2024,32,2024-08-07,15685,38,1590467.70,3118097.7000,6211809.410,7094064.048,Summer Holidays,1.19027095951546063118,7140,881,949,352,582,1848,84,339,553
950,MAK-MAD,2024,32,2024-08-08,15750,38,1683352.41,3167883.8000,6163034.700,7094064.048,Summer Holidays,1.19253333333333333333,6574,1266,1088,570,535,1620,104,357,421
951,MAK-MAD,2024,32,2024-08-09,14879,36,1472118.30,2873621.6000,5791946.132,6720692.256,Summer Holidays,1.18287519322535116607,5814,1345,1205,572,609,1498,162,283,362
952,MAK-MAD,2024,32,2024-08-10,16425,40,1750907.78,3303228.4000,6451125.470,7467435.840,Summer Holidays,1.17974429223744292237,6449,1153,1316,612,514,1864,152,312,562
953,MAK-MAD,2024,33,2024-08-11,14182,38,1468174.79,2720274.9000,5633410.470,7094064.048,Summer Holidays,1.18008038358482583557,5610,696,771,381,567,1854,161,340,536
954,MAK-MAD,2024,33,2024-08-12,13801,38,1494051.60,2691237.1000,5523965.066,7094064.048,Summer Holidays,1.17579160930367364684,5606,696,768,347,402,1238,153,285,436
955,MAK-MAD,2024,33,2024-08-13,13177,38,1436470.47,2573046.1000,5225900.688,7094064.048,Summer Holidays,1.17491841845640130530,5023,762,814,282,515,2113,73,249,356
956,MAK-MAD,2024,33,2024-08-14,13504,38,1511190.65,2648958.0000,5262393.878,7094064.048,Summer Holidays,1.18359004739336492891,5343,610,932,323,561,1787,92,263,383
957,MAK-MAD,2024,33,2024-08-15,14319,38,1560554.00,2785366.4000,5476958.794,7094064.048,Summer Holidays,1.19224806201550387597,5663,1075,999,471,494,1533,155,317,269
958,MAK-MAD,2024,33,2024-08-16,14210,36,1350899.63,2668561.8000,5479259.602,6720692.256,Summer Holidays,1.21042223786066150598,5216,1304,1138,602,689,1143,352,230,287
959,MAK-MAD,2024,33,2024-08-17,15026,40,1495060.93,2838344.9000,5879575.180,7467435.840,Summer Holidays,1.19130839877545587648,5809,1096,1141,549,523,1247,184,285,368
960,MAK-MAD,2024,34,2024-08-18,12788,38,1306252.95,2298458.1000,5161926.754,7094064.048,Autumn,1.16721926806380982171,3493,710,945,447,651,1814,282,268,393
961,MAK-MAD,2024,34,2024-08-19,11849,38,1115503.63,2050888.7000,4734368.614,7094064.048,Autumn,1.15462064309224407123,3250,740,877,438,500,1615,108,248,422
962,MAK-MAD,2024,34,2024-08-20,12663,38,1153459.20,2162786.9000,4984294.054,7094064.048,Autumn,1.15477375029613835584,3562,985,863,324,675,1754,108,313,455
963,MAK-MAD,2024,34,2024-08-21,12999,38,1203957.60,2275438.0000,5079097.740,7094064.048,Autumn,1.15739672282483267944,4051,996,932,469,648,1342,84,300,353
964,MAK-MAD,2024,34,2024-08-22,14519,38,1512914.20,2766186.2000,5653095.566,7094064.048,Autumn,1.16558991666092706109,4701,1498,1037,616,520,1664,131,285,361
965,MAK-MAD,2024,34,2024-08-23,13811,36,1266447.80,2482737.3000,5371964.730,6720692.256,Autumn,1.17798855984360292520,4243,1668,1225,603,564,1383,119,245,299
966,MAK-MAD,2024,34,2024-08-24,15073,40,1481104.51,2769994.9000,5942705.376,7467435.840,Autumn,1.16688781264512704836,4749,1470,1146,714,604,1480,116,305,559
967,MAK-MAD,2024,35,2024-08-25,11888,38,1081021.50,2048830.7000,4746205.180,7094064.048,Autumn,1.14487718707940780619,2843,907,1040,429,522,1489,116,264,433
968,MAK-MAD,2024,35,2024-08-26,11483,38,1078037.90,1974414.0000,4627740.248,7094064.048,Autumn,1.14348166855351389010,2716,861,957,400,473,1752,373,187,415
969,MAK-MAD,2024,35,2024-08-27,12197,38,1071311.20,2084175.8000,4846041.962,7094064.048,Autumn,1.15530048372550627203,3498,1011,747,283,438,1812,121,274,457
970,MAK-MAD,2024,35,2024-08-28,13392,38,1165701.10,2342476.5000,5238832.682,7094064.048,Autumn,1.17083333333333333333,4804,1167,955,416,520,1389,87,222,386
971,MAK-MAD,2024,35,2024-08-29,15540,38,1530070.20,2910349.8000,5927828.780,7094064.048,Autumn,1.17374517374517374517,6336,1504,904,574,592,1391,107,258,362
972,MAK-MAD,2024,35,2024-08-30,13874,36,1204781.40,2483467.6000,5315788.688,6720692.256,Autumn,1.17618567103935418769,5162,1711,1149,630,665,889,119,223,249
973,MAK-MAD,2024,35,2024-08-31,16387,40,1637457.20,3134432.4000,6389173.986,7467435.840,Autumn,1.17725025935192530665,6492,1491,1122,556,587,1752,133,212,373
974,MAK-MAD,2024,36,2024-09-01,7874,36,1164940.10,1166698.8000,3109818.418,6720692.256,Autumn,1.06892303784607569215,2387,610,345,140,326,1167,70,188,253
975,MAK-MAD,2024,36,2024-09-02,7308,36,1073767.05,1074853.9000,2891517.658,6720692.256,Autumn,1.05640394088669950739,2190,530,430,179,213,771,38,130,206
976,MAK-MAD,2024,36,2024-09-03,7881,36,1198365.17,1199833.2000,3189006.650,6720692.256,Autumn,1.07179291968024362391,2288,520,337,182,277,1462,28,192,209
977,MAK-MAD,2024,36,2024-09-04,8542,36,1278992.45,1281504.8000,3367892.644,6720692.256,Autumn,1.08390306719737766331,2806,673,405,165,299,1010,45,266,241
978,MAK-MAD,2024,36,2024-09-05,10423,38,1573286.20,1573584.9000,4004331.430,7094064.048,Autumn,1.10260961335508011129,4199,872,597,288,364,963,62,219,244
979,MAK-MAD,2024,36,2024-09-06,7895,32,1182982.70,1183815.2000,3067964.280,5973948.672,Autumn,1.09134895503483217226,2832,793,504,258,252,790,50,168,200
980,MAK-MAD,2024,36,2024-09-07,10247,38,1586596.05,1587252.4000,4050114.892,7094064.048,Autumn,1.10668488338050161023,3969,857,600,302,360,927,142,170,251
981,MAK-MAD,2024,37,2024-09-08,7965,36,1219452.20,1221535.9000,3191680.650,6720692.256,Autumn,1.07231638418079096045,2248,731,426,229,269,879,78,170,203
982,MAK-MAD,2024,37,2024-09-09,7743,36,1159397.60,1160016.3000,3089151.262,6720692.256,Autumn,1.06330879504068190624,2092,706,425,228,296,1016,58,191,238
983,MAK-MAD,2024,37,2024-09-10,8103,36,1236991.20,1237927.4000,3262971.584,6720692.256,Autumn,1.07871158830062939652,2057,783,402,191,234,1574,63,141,297
984,MAK-MAD,2024,37,2024-09-11,8528,36,1283441.00,1285062.7000,3380792.956,6720692.256,Autumn,1.07647748592870544090,2556,670,529,268,325,1127,66,117,218
985,MAK-MAD,2024,37,2024-09-12,14886,38,1706027.21,2737752.2000,5763101.730,7094064.048,Autumn,1.17416364369205965337,5389,1550,1042,608,538,1532,145,246,218
986,MAK-MAD,2024,37,2024-09-13,13158,32,1577165.22,2594973.2000,5174564.162,5973948.672,Autumn,1.19459644322845417237,3517,1551,1090,687,447,1587,106,208,328
987,MAK-MAD,2024,37,2024-09-14,16005,38,2013871.85,3264580.4000,6349943.118,7094064.048,Autumn,1.19645735707591377694,4988,1638,1208,952,410,1699,200,226,408
988,MAK-MAD,2024,38,2024-09-15,13505,36,1526363.70,2556332.5000,5477983.254,6720692.256,Autumn,1.16895964457608293225,3207,1498,1249,686,455,1628,135,190,398
989,MAK-MAD,2024,38,2024-09-16,13089,36,1426943.00,2467880.5000,5334426.130,6720692.256,Autumn,1.16280082512033004813,3028,1300,1188,666,419,1940,95,201,400
990,MAK-MAD,2024,38,2024-09-17,12948,36,1501234.70,2517658.9000,5333199.880,6720692.256,Autumn,1.16499073215940685820,3160,1278,990,563,370,2313,81,170,346
991,MAK-MAD,2024,38,2024-09-18,14653,36,1632131.20,2919768.8000,5867897.442,6720692.256,Autumn,1.18135535385245342251,5306,1326,934,531,456,1739,72,156,316
992,MAK-MAD,2024,38,2024-09-19,17091,38,2044477.57,3596798.6000,6658515.614,7094064.048,Weekend National Day,1.20449359311918553625,8042,1551,769,496,513,1401,130,158,297
993,MAK-MAD,2024,38,2024-09-20,14199,32,1673643.00,3051315.0000,5628791.950,5973948.672,Weekend National Day,1.20690893724910204944,5933,1724,760,584,400,1126,117,146,217
994,MAK-MAD,2024,38,2024-09-21,16278,38,1926322.10,3412402.7000,6495373.470,7094064.048,Weekend National Day,1.20322521194249907851,6606,1600,1071,751,367,1134,252,203,476
995,MAK-MAD,2024,39,2024-09-22,15439,36,1697627.90,3109836.7000,6066100.150,6720692.256,Weekend National Day,1.18947470691106936978,6839,1435,917,677,344,1295,123,192,320
996,MAK-MAD,2024,39,2024-09-23,15526,36,1640778.80,3057472.2000,6017299.512,6720692.256,National Day,1.18804585855983511529,7306,1139,748,497,536,1364,108,172,281
997,MAK-MAD,2024,39,2024-09-24,13753,36,1410890.80,2628830.2000,5566650.722,6720692.256,Autumn,1.17101723260379553552,4121,1228,986,411,513,2037,90,159,368
998,MAK-MAD,2024,39,2024-09-25,12670,36,1172588.60,2315044.9000,5107301.312,6720692.256,Autumn,1.16053670086819258090,4019,1151,929,514,561,1216,153,240,370
999,MAK-MAD,2024,39,2024-09-26,15079,38,1502998.75,2877385.5000,5929586.750,7094064.048,Autumn,1.16562769414417401684,5505,1564,1167,728,473,1247,137,178,328
1000,MAK-MAD,2024,39,2024-09-27,13099,32,1304843.60,2557008.0000,5176948.000,5973948.672,Autumn,1.18251011527597526529,4543,1722,1077,769,436,876,115,175,266
1001,MAK-MAD,2024,39,2024-09-28,15115,38,1601826.10,2981792.3000,6097662.276,7094064.048,Autumn,1.16838901753225272908,5308,1464,1062,688,441,1233,129,165,324
1002,MAK-MAD,2024,40,2024-09-29,11942,36,1106993.60,2177285.7000,4855869.630,6720692.256,Autumn,1.14989951431920951264,3226,1311,1000,419,426,1423,130,150,230
1003,MAK-MAD,2024,40,2024-09-30,12227,36,1162742.80,2250438.4000,5008730.348,6720692.256,Autumn,1.15415882882146070173,2874,1217,976,565,337,1900,193,172,261
1004,MAK-MAD,2024,40,2024-10-01,11261,36,1053354.96,2003760.1000,4492433.746,6720692.256,Autumn,1.15339667880294822840,3210,966,857,376,362,1815,93,211,267
1005,MAK-MAD,2024,40,2024-10-02,12313,36,1175662.01,2302761.5000,4923471.654,6720692.256,Autumn,1.17391374969544383984,4030,1153,902,450,416,1268,82,170,260
1006,MAK-MAD,2024,40,2024-10-03,15847,38,1573581.99,3226132.4000,6161434.694,7094064.048,Autumn,1.19504638101848930397,6218,1460,1102,599,407,1447,139,203,328
1007,MAK-MAD,2024,40,2024-10-04,13309,34,1235399.92,2618524.4000,5232191.212,6347320.464,Autumn,1.19295213765121346457,4590,1691,933,700,482,842,133,230,259
1008,MAK-MAD,2024,40,2024-10-05,14964,34,1656660.01,3262838.2000,5908643.070,6347320.464,Autumn,1.20717722534081796311,5009,1787,792,621,385,1710,234,286,335
1009,MAK-MAD,2024,41,2024-10-06,13498,36,1319924.10,2727691.7000,5416316.038,6720692.256,Autumn,1.19042821158690176322,3216,1747,1000,612,408,1943,139,227,410
1010,MAK-MAD,2024,41,2024-10-07,13429,36,1338649.67,2650829.4000,5454284.930,6720692.256,Autumn,1.18892694913992106635,3209,1939,1031,678,378,1575,132,203,431
1011,MAK-MAD,2024,41,2024-10-08,13255,36,1253470.26,2544543.2000,5364741.612,6720692.256,Autumn,1.18697095435684647303,3529,1541,980,609,361,1913,98,246,495
1012,MAK-MAD,2024,41,2024-10-09,14146,36,1362052.34,2805631.8000,5678106.246,6720692.256,Autumn,1.19570196521985013431,4300,1455,951,724,467,1261,139,332,407
1013,MAK-MAD,2024,41,2024-10-10,16426,38,1682089.03,3458522.9000,6434056.770,7094064.048,Autumn,1.19872762693291123828,5888,1867,1179,868,439,1470,148,310,408
1014,MAK-MAD,2024,41,2024-10-11,13560,34,1269358.66,2711048.7000,5381141.568,6347320.464,Autumn,1.18984513274336283186,4453,1641,981,817,478,1075,144,192,223
1015,MAK-MAD,2024,41,2024-10-12,15151,34,1611580.75,3210821.5000,5944547.482,6347320.464,Autumn,1.19806613424856445119,5220,1672,1019,820,397,1149,194,237,405
1016,MAK-MAD,2024,42,2024-10-13,13752,36,1338926.50,2795766.9000,5571086.224,6720692.256,Autumn,1.19066317626527050611,3355,1496,1111,667,494,1598,187,289,359
1017,MAK-MAD,2024,42,2024-10-14,13972,36,1394086.02,2900345.5000,5724999.642,6720692.256,Autumn,1.20052247351846550243,3238,1737,1124,626,332,1901,101,325,417
1018,MAK-MAD,2024,42,2024-10-15,15098,36,1481401.84,3140544.2000,6060759.514,6720692.256,Autumn,1.20547754669492648033,4361,1249,1283,710,472,1953,373,308,454
1019,MAK-MAD,2024,42,2024-10-16,17957,40,1819116.54,3937406.4000,7145152.314,7467435.840,School Leaves,1.21528094893356351284,7870,1212,1107,636,460,1590,234,418,494
1020,MAK-MAD,2024,42,2024-10-17,17836,40,1910973.23,3926480.2000,7078152.634,7467435.840,School Leaves,1.22020632428795694102,7003,1997,1089,685,455,1862,186,268,445
1021,MAK-MAD,2024,42,2024-10-18,14943,34,1474205.71,3212872.4000,5940688.340,6347320.464,School Leaves,1.21680385464766111223,5833,1804,935,674,409,1005,147,242,329
1022,MAK-MAD,2024,42,2024-10-19,18182,41,1966131.21,3964045.6000,7210436.846,7654121.736,School Leaves,1.21083489165108348917,7314,1628,905,611,402,2028,278,286,518
1023,MAK-MAD,2024,43,2024-10-20,15538,42,1551279.57,3087112.7000,6326799.842,7840807.632,Autumn,1.18293860213669712962,3665,1914,1226,629,534,1390,117,395,642
1024,MAK-MAD,2024,43,2024-10-21,14499,42,1415871.07,2798279.2000,5946294.022,7840807.632,Autumn,1.18386095592799503414,2924,1771,1111,664,456,1479,145,303,740
1025,MAK-MAD,2024,43,2024-10-22,15968,42,1607866.04,3291673.7000,6591520.912,7840807.632,Autumn,1.20987600200400801603,3087,1731,1090,501,376,3090,99,260,932
1026,MAK-MAD,2024,43,2024-10-23,15791,42,1544033.89,3064685.4000,6427623.980,7840807.632,Autumn,1.18838578937369387626,4029,1539,1170,660,398,2051,147,331,783
1027,MAK-MAD,2024,43,2024-10-24,17325,44,1892080.94,3496556.9000,6918207.274,8214179.424,Autumn,1.18732467532467532468,5046,2125,1114,757,443,1852,167,338,788
1028,MAK-MAD,2024,43,2024-10-25,14181,36,1445131.17,2801072.1000,5723507.418,6720692.256,Autumn,1.19240533107679289190,4085,1527,962,563,361,1375,331,181,657
1029,MAK-MAD,2024,43,2024-10-26,16212,38,1931349.35,3576676.7000,6551727.598,7094064.048,Autumn,1.20553293856402664693,4307,1699,1009,602,316,1872,333,227,843
1030,MAK-MAD,2024,44,2024-10-27,16097,42,1624655.82,3271487.6000,6571728.806,7840807.632,Autumn,1.19246443436665217121,3539,1830,949,759,463,1773,256,256,955
1031,MAK-MAD,2024,44,2024-10-28,16443,42,1709578.46,3487866.5000,6757950.222,7840807.632,Autumn,1.20229885057471264368,3475,2351,986,683,376,1586,113,245,1195
1032,MAK-MAD,2024,44,2024-10-29,17682,42,1848270.95,3890957.5000,7261618.842,7840807.632,Autumn,1.21944350186630471666,3854,1832,961,727,320,2188,124,336,1677
1033,MAK-MAD,2024,44,2024-10-30,17651,42,1820913.02,3773142.6000,7155444.830,7840807.632,Autumn,1.21338734349328649935,5088,1926,1020,922,426,1410,115,292,1476
1034,MAK-MAD,2024,44,2024-10-31,18212,44,2074079.70,3812466.5000,7284128.106,8214179.424,Autumn,1.19129694706786734022,5206,2075,1007,1041,431,1632,206,257,1232
1035,MAK-MAD,2024,44,2024-11-01,14973,36,1581871.76,3123706.6000,6056124.786,6720692.256,Autumn,1.19661390502905229413,4042,1577,767,730,368,1565,166,166,923
1036,MAK-MAD,2024,44,2024-11-02,15425,38,1810218.44,3186789.1000,6204588.140,7094064.048,Autumn,1.18641815235008103728,4389,1540,936,922,351,1579,275,213,691
1037,MAK-MAD,2024,45,2024-11-03,15387,42,1529060.75,2990226.0000,6207011.446,7840807.632,Autumn,1.17383505556638720998,3876,1653,1171,973,553,1257,231,320,523
1038,MAK-MAD,2024,45,2024-11-04,15433,42,1571922.36,3087925.4000,6313612.276,7840807.632,Autumn,1.17598004276550249465,3583,1957,1086,856,394,1702,327,346,591
1039,MAK-MAD,2024,45,2024-11-05,15666,42,1535012.03,2986737.4000,6329300.802,7840807.632,Autumn,1.17535427039448487170,4244,1815,1102,742,511,2024,104,364,537
1040,MAK-MAD,2024,45,2024-11-06,16866,42,1768204.65,3473018.5500,6753567.084,7840807.632,Autumn,1.19395233013162575596,6007,1337,1014,784,568,1772,137,377,442
1041,MAK-MAD,2024,45,2024-11-07,19341,44,2364818.02,4145460.7000,7622244.988,8214179.424,School Leaves,1.20750736776795408717,7911,2096,872,697,584,1620,135,418,444
1042,MAK-MAD,2024,45,2024-11-08,17615,40,2008349.57,3841993.2500,6988851.512,7467435.840,School Leaves,1.20517172864036332671,7363,1526,779,589,471,2049,266,302,356
1043,MAK-MAD,2024,45,2024-11-09,18416,42,2392204.68,4052667.6500,7343229.536,7840807.632,School Leaves,1.20647806255430060817,7591,1670,887,719,439,2113,304,272,490
1044,MAK-MAD,2024,46,2024-11-10,19715,44,2192786.12,4362526.1000,7856271.248,8214179.424,School Leaves,1.21915292924169414152,8187,1738,821,511,400,2109,290,237,415
1045,MAK-MAD,2024,46,2024-11-11,19802,44,2232244.33,4383414.8500,7910468.930,8214179.424,School Leaves,1.21097868902131097869,7914,2368,832,439,428,1968,130,233,574
1046,MAK-MAD,2024,46,2024-11-12,19851,44,2211907.21,4400936.0000,7892165.312,8214179.424,School Leaves,1.22405924134804291975,7990,1812,832,427,400,3004,115,283,634
1047,MAK-MAD,2024,46,2024-11-13,18910,42,2145332.92,4141195.3000,7540495.382,7840807.632,School Leaves,1.21138022210470650449,7890,1865,856,545,455,2035,171,363,577
