,corridor_name,train_year,train_week_num,train_departure_date_short,passengers,number_of_services,revenue,revenue_without_promotion,passengers_km
998,MAK-MAD,2024,39,2024-09-25,12670,36,1172588.60,2315044.9000,5107301.312
999,MAK-MAD,2024,39,2024-09-26,15079,38,1502998.75,2877385.5000,5929586.750
1000,MAK-MAD,2024,39,2024-09-27,13099,32,1304843.60,2557008.0000,5176948.000
1001,MAK-MAD,2024,39,2024-09-28,15115,38,1601826.10,2981792.3000,6097662.276
1002,MAK-MAD,2024,40,2024-09-29,11942,36,1106993.60,2177285.7000,4855869.630
1003,MAK-MAD,2024,40,2024-09-30,12227,36,1162742.80,2250438.4000,5008730.348
1004,MAK-MAD,2024,40,2024-10-01,11261,36,1053354.96,2003760.1000,4492433.746
1005,MAK-MAD,2024,40,2024-10-02,12313,36,1175662.01,2302761.5000,4923471.654
1006,MAK-MAD,2024,40,2024-10-03,15847,38,1573581.99,3226132.4000,6161434.694
1007,MAK-MAD,2024,40,2024-10-04,13309,34,1235399.92,2618524.4000,5232191.212
1008,MAK-MAD,2024,40,2024-10-05,14964,34,1656660.01,3262838.2000,5908643.070
1009,MAK-MAD,2024,41,2024-10-06,13498,36,1319924.10,2727691.7000,5416316.038
1010,MAK-MAD,2024,41,2024-10-07,13429,36,1338649.67,2650829.4000,5454284.930
1011,MAK-MAD,2024,41,2024-10-08,13255,36,1253470.26,2544543.2000,5364741.612
1012,MAK-MAD,2024,41,2024-10-09,14146,36,1362052.34,2805631.8000,5678106.246
1013,MAK-MAD,2024,41,2024-10-10,16426,38,1682089.03,3458522.9000,6434056.770
1014,MAK-MAD,2024,41,2024-10-11,13560,34,1269358.66,2711048.7000,5381141.568
1015,MAK-MAD,2024,41,2024-10-12,15151,34,1611580.75,3210821.5000,5944547.482
1016,MAK-MAD,2024,42,2024-10-13,13752,36,1338926.50,2795766.9000,5571086.224
1017,MAK-MAD,2024,42,2024-10-14,13972,36,1394086.02,2900345.5000,5724999.642
1018,MAK-MAD,2024,42,2024-10-15,15098,36,1481401.84,3140544.2000,6060759.514
1019,MAK-MAD,2024,42,2024-10-16,17957,40,1819116.54,3937406.4000,7145152.314
1020,MAK-MAD,2024,42,2024-10-17,17836,40,1910973.23,3926480.2000,7078152.634
1021,MAK-MAD,2024,42,2024-10-18,14943,34,1474205.71,3212872.4000,5940688.340
1022,MAK-MAD,2024,42,2024-10-19,18182,41,1966131.21,3964045.6000,7210436.846
1023,MAK-MAD,2024,43,2024-10-20,15538,42,1551279.57,3087112.7000,6326799.842
1024,MAK-MAD,2024,43,2024-10-21,14499,42,1415871.07,2798279.2000,5946294.022
1025,MAK-MAD,2024,43,2024-10-22,15968,42,1607866.04,3291673.7000,6591520.912
1026,MAK-MAD,2024,43,2024-10-23,15791,42,1544033.89,3064685.4000,6427623.980
1027,MAK-MAD,2024,43,2024-10-24,17325,44,1892080.94,3496556.9000,6918207.274
1028,MAK-MAD,2024,43,2024-10-25,14181,36,1445131.17,2801072.1000,5723507.418
1029,MAK-MAD,2024,43,2024-10-26,16212,38,1931349.35,3576676.7000,6551727.598
1030,MAK-MAD,2024,44,2024-10-27,16097,42,1624655.82,3271487.6000,6571728.806
1031,MAK-MAD,2024,44,2024-10-28,16443,42,1709578.46,3487866.5000,6757950.222
1032,MAK-MAD,2024,44,2024-10-29,17682,42,1848270.95,3890957.5000,7261618.842
1033,MAK-MAD,2024,44,2024-10-30,17651,42,1820913.02,3773142.6000,7155444.830
1034,MAK-MAD,2024,44,2024-10-31,18212,44,2074079.70,3812466.5000,7284128.106
1035,MAK-MAD,2024,44,2024-11-01,14973,36,1581871.76,3123706.6000,6056124.786
1036,MAK-MAD,2024,44,2024-11-02,15425,38,1810218.44,3186789.1000,6204588.140
1037,MAK-MAD,2024,45,2024-11-03,15387,42,1529060.75,2990226.0000,6207011.446
1038,MAK-MAD,2024,45,2024-11-04,15433,42,1571922.36,3087925.4000,6313612.276
1039,MAK-MAD,2024,45,2024-11-05,15666,42,1535012.03,2986737.4000,6329300.802
1040,MAK-MAD,2024,45,2024-11-06,16866,42,1768204.65,3473018.5500,6753567.084
1041,MAK-MAD,2024,45,2024-11-07,19341,44,2364818.02,4145460.7000,7622244.988
1042,MAK-MAD,2024,45,2024-11-08,17615,40,2008349.57,3841993.2500,6988851.512
1043,MAK-MAD,2024,45,2024-11-09,18416,42,2392204.68,4052667.6500,7343229.536
1044,MAK-MAD,2024,46,2024-11-10,19715,44,2192786.12,4362526.1000,7856271.248
1045,MAK-MAD,2024,46,2024-11-11,19802,44,2232244.33,4383414.8500,7910468.930
1046,MAK-MAD,2024,46,2024-11-12,19851,44,2211907.21,4400936.0000,7892165.312
1047,MAK-MAD,2024,46,2024-11-13,18910,42,2145332.92,4141195.3000,7540495.382
1048,MAK-MAD,2024,46,2024-11-14,18957,44,2474058.68,4107768.2500,7529596.940
1049,MAK-MAD,2024,46,2024-11-15,17401,40,2024994.92,3680355.9500,6884691.020
1050,MAK-MAD,2024,46,2024-11-16,17707,44,2412812.18,3677861.7000,7134455.430
1051,MAK-MAD,2024,47,2024-11-17,16199,42,1882933.68,3256070.9500,6575413.760
1052,MAK-MAD,2024,47,2024-11-18,15347,42,1856412.56,3155419.3500,6315105.670
1053,MAK-MAD,2024,47,2024-11-19,14933,42,1781101.70,2982512.6000,6123638.580
1054,MAK-MAD,2024,47,2024-11-20,15735,42,1895228.82,3204478.6000,6423060.368
1055,MAK-MAD,2024,47,2024-11-21,16821,44,2187625.44,3540530.7000,6765311.938
1056,MAK-MAD,2024,47,2024-11-22,13942,36,1659597.90,2808455.7000,5565653.878
1057,MAK-MAD,2024,47,2024-11-23,15444,38,2093093.48,3468580.8500,6326419.414
1058,MAK-MAD,2024,48,2024-11-24,15600,42,1956345.69,3206660.3000,6377473.100
1059,MAK-MAD,2024,48,2024-11-25,16098,42,2069138.38,3522543.6000,6654423.044
1060,MAK-MAD,2024,48,2024-11-26,16560,43,2124604.82,3523202.8500,6892453.542
1061,MAK-MAD,2024,48,2024-11-27,17079,42,2218455.51,3773902.7500,7040567.806
1062,MAK-MAD,2024,48,2024-11-28,18158,44,2419406.68,3925893.8800,7313149.984
1063,MAK-MAD,2024,48,2024-11-29,14245,36,1705366.23,2935017.1100,5695731.142
1064,MAK-MAD,2024,48,2024-11-30,15822,38,2184977.65,3549408.3100,6315373.530
1065,MAK-MAD,2024,49,2024-12-01,17706,42,2214811.54,3981432.2600,7239207.922
1066,MAK-MAD,2024,49,2024-12-02,16792,42,2100858.29,3514434.3600,6873086.984
1067,MAK-MAD,2024,49,2024-12-03,16107,42,1964078.53,3211763.3900,6533583.668
1068,MAK-MAD,2024,49,2024-12-04,17021,42,2085000.28,3427060.6900,6769317.592
1069,MAK-MAD,2024,49,2024-12-05,18528,44,2519031.80,3653731.1500,7203146.112
1070,MAK-MAD,2024,49,2024-12-06,14451,36,1744438.12,2805732.0100,5635060.784
1071,MAK-MAD,2024,49,2024-12-07,16721,38,2320457.69,3585648.7200,6627263.956
1072,MAK-MAD,2024,50,2024-12-08,16098,42,1966366.76,3192887.1200,6502115.936
1073,MAK-MAD,2024,50,2024-12-09,17178,42,2148158.52,3517432.5500,6939357.112
1074,MAK-MAD,2024,50,2024-12-10,19571,42,2454711.43,4176473.0400,7578311.808
1075,MAK-MAD,2024,50,2024-12-11,17779,42,2729314.49,3336064.0900,6869494.508
1076,MAK-MAD,2024,50,2024-12-12,18710,48,2799029.23,3311535.9600,7191176.780
1077,MAK-MAD,2024,50,2024-12-13,15877,44,2261477.71,2811339.7400,6124757.982
1078,MAK-MAD,2024,50,2024-12-14,18192,46,2892405.74,3384707.9300,7160325.846
1079,MAK-MAD,2024,51,2024-12-15,15512,44,2434453.87,2892935.5600,6321461.766
1080,MAK-MAD,2024,51,2024-12-16,14575,44,2295755.31,2682921.5300,5953282.182
1081,MAK-MAD,2024,51,2024-12-17,15270,44,2353131.82,2795215.2600,6193414.330
1082,MAK-MAD,2024,51,2024-12-18,16531,44,2640221.89,3083471.7900,6623005.046
1083,MAK-MAD,2024,51,2024-12-19,18666,48,3062065.35,3553926.2100,7417257.628
1084,MAK-MAD,2024,51,2024-12-20,14401,44,2198862.06,2584018.1200,5728144.330
1085,MAK-MAD,2024,51,2024-12-21,17899,46,2989530.20,3453376.9200,7212228.404
1086,MAK-MAD,2024,52,2024-12-22,16602,44,2734385.21,3210914.6800,6798447.892
1087,MAK-MAD,2024,52,2024-12-23,17427,44,3041054.60,3618077.4900,7172293.368
1088,MAK-MAD,2024,52,2024-12-24,18021,44,3200559.35,3954783.5800,7495746.288
1089,MAK-MAD,2024,52,2024-12-25,18666,44,3447907.13,4234069.6700,7767608.152
1090,MAK-MAD,2024,52,2024-12-26,20608,48,3823261.42,4711482.6300,8511124.470
1091,MAK-MAD,2024,52,2024-12-27,17935,44,3021325.55,3781616.5700,7259925.492
1092,MAK-MAD,2024,52,2024-12-28,19771,46,3692299.37,4412259.5600,8139663.582
1093,MAK-MAD,2025,1,2024-12-29,18627,44,3404414.38,4105896.9400,7680720.464
1094,MAK-MAD,2025,1,2024-12-30,18241,44,3299052.39,3932665.8900,7473000.784
1095,MAK-MAD,2025,1,2024-12-31,18220,44,3295023.44,3932067.9200,7435381.204
1096,MAK-MAD,2025,1,2025-01-01,17260,44,3361977.10,3362071.6000,7055228.258
1097,MAK-MAD,2025,1,2025-01-02,19606,48,3806861.00,3807257.7000,7928475.378
1098,MAK-MAD,2025,1,2025-01-03,16295,44,2904650.60,2906026.1000,6488980.620
1099,MAK-MAD,2025,1,2025-01-04,18240,46,3476500.40,3478127.7000,7369257.928
1100,MAK-MAD,2025,2,2025-01-05,16868,44,3077074.50,3077540.5000,6733597.792
1101,MAK-MAD,2025,2,2025-01-06,16772,44,3057357.20,3057939.2000,6701445.720
1102,MAK-MAD,2025,2,2025-01-07,17109,44,3156657.58,3157278.8000,6753063.088
1103,MAK-MAD,2025,2,2025-01-08,17082,44,3055514.30,3055514.3000,6689857.986
1104,MAK-MAD,2025,2,2025-01-09,17872,48,3151799.85,3152166.9000,7071575.416
1105,MAK-MAD,2025,2,2025-01-10,15272,44,2558745.20,2559532.2000,5928263.092
1106,MAK-MAD,2025,2,2025-01-11,17305,46,3090623.20,3092015.9000,6884934.774
1107,MAK-MAD,2025,3,2025-01-12,14301,42,2556970.75,2557045.1000,5789078.620
1108,MAK-MAD,2025,3,2025-01-13,14075,42,2519973.00,2520423.0000,5771614.192
1109,MAK-MAD,2025,3,2025-01-14,14314,42,2593982.30,2596268.3000,5877329.758
1110,MAK-MAD,2025,3,2025-01-15,14334,42,2550143.50,2551467.5000,5853833.690
1111,MAK-MAD,2025,3,2025-01-16,16496,48,2892015.48,2893282.1800,6672509.706
1112,MAK-MAD,2025,3,2025-01-17,13268,44,2328603.72,2331838.5000,5408197.450
1113,MAK-MAD,2025,3,2025-01-18,16110,46,3018464.12,3021689.8200,6647943.012
1114,MAK-MAD,2025,4,2025-01-19,13634,42,2527947.12,2530142.1200,5662859.456
1115,MAK-MAD,2025,4,2025-01-20,14634,42,2827705.96,2829351.9600,6155055.906
1116,MAK-MAD,2025,4,2025-01-21,14509,42,2714154.79,2716980.7900,6059032.588
1117,MAK-MAD,2025,4,2025-01-22,14818,42,2769218.27,2789658.4500,6163259.304
1118,MAK-MAD,2025,4,2025-01-23,17419,48,3226384.69,3279701.9100,7153029.420
1119,MAK-MAD,2025,4,2025-01-24,13946,44,2462892.00,2507270.1000,5729573.924
1120,MAK-MAD,2025,4,2025-01-25,16713,46,3178559.15,3210887.4700,6900523.524
1121,MAK-MAD,2025,5,2025-01-26,14407,42,2741359.51,2744738.2300,6017998.450
1122,MAK-MAD,2025,5,2025-01-27,15887,42,3276281.54,3284166.5900,6739858.830
1123,MAK-MAD,2025,5,2025-01-28,16284,42,3349009.00,3356743.7000,6841804.768
1124,MAK-MAD,2025,5,2025-01-29,16363,42,3265211.12,3273448.3700,6722303.216
1125,MAK-MAD,2025,5,2025-01-30,17807,48,3398993.68,3466608.7500,7275759.764
1126,MAK-MAD,2025,5,2025-01-31,14861,44,2667950.59,2764192.9800,6116128.390
1127,MAK-MAD,2025,5,2025-02-01,17329,48,3312427.25,3412895.1900,7210701.422
1128,MAK-MAD,2025,6,2025-02-02,14553,44,2646624.30,2701819.2900,6063730.564
1129,MAK-MAD,2025,6,2025-02-03,15120,44,2895955.06,2994820.8300,6398692.596
1130,MAK-MAD,2025,6,2025-02-04,14741,44,2737807.16,2836855.8700,6193189.364
1131,MAK-MAD,2025,6,2025-02-05,15205,44,2825195.62,2885433.2600,6297581.064
1132,MAK-MAD,2025,6,2025-02-06,16511,50,2981031.20,3067768.3700,6744644.682
1133,MAK-MAD,2025,6,2025-02-07,12861,46,2279543.10,2375424.3100,5328395.868
1134,MAK-MAD,2025,6,2025-02-08,16738,48,3211513.95,3316057.9800,6978672.764
1135,MAK-MAD,2025,7,2025-02-09,14520,44,2661671.17,2740679.2300,6071358.448
1136,MAK-MAD,2025,7,2025-02-10,14729,44,2799856.52,2887755.6700,6201701.356
1137,MAK-MAD,2025,7,2025-02-11,14651,44,2730958.97,2811604.3100,6152491.704
1138,MAK-MAD,2025,7,2025-02-12,14802,44,2720973.77,2803277.2500,6186855.098
1139,MAK-MAD,2025,7,2025-02-13,17081,50,3300994.42,3380022.2400,7074020.410
1140,MAK-MAD,2025,7,2025-02-14,13382,46,2360059.44,2464831.3200,5499391.512
1141,MAK-MAD,2025,7,2025-02-15,15904,48,3004787.96,3109978.0900,6628217.218
1142,MAK-MAD,2025,8,2025-02-16,13820,44,2542660.02,2595957.4900,5797252.856
1143,MAK-MAD,2025,8,2025-02-17,14835,44,2940193.35,2996132.0900,6256216.132
1144,MAK-MAD,2025,8,2025-02-18,15486,44,3153167.73,3242046.5800,6561389.926
1145,MAK-MAD,2025,8,2025-02-19,14940,44,2951692.61,3069015.5000,6270711.466
1146,MAK-MAD,2025,8,2025-02-20,17511,50,3097702.89,3324392.3500,6982604.514
1147,MAK-MAD,2025,8,2025-02-21,14173,46,2294063.72,2464594.3200,5552948.470
1148,MAK-MAD,2025,8,2025-02-22,16293,48,2928620.75,3099002.6400,6537611.074
1149,MAK-MAD,2025,9,2025-02-23,15510,44,2775981.93,2889624.6800,6178425.216
1150,MAK-MAD,2025,9,2025-02-24,14392,44,2493040.24,2579745.5100,5684385.254
1151,MAK-MAD,2025,9,2025-02-25,13952,44,2370394.61,2500244.3900,5500502.568
1152,MAK-MAD,2025,9,2025-02-26,14059,44,2380565.35,2501749.4700,5466527.082
1153,MAK-MAD,2025,9,2025-02-27,16113,50,2683454.72,2814261.8800,6151824.628
1154,MAK-MAD,2025,9,2025-02-28,10938,38,2077677.36,2115494.5000,4495383.006
1155,MAK-MAD,2025,9,2025-03-01,14848,47,3165814.80,3171032.3500,6205407.354
1156,MAK-MAD,2025,10,2025-03-02,13325,45,2562649.64,2565721.1400,5584899.302
1157,MAK-MAD,2025,10,2025-03-03,13129,44,2502766.39,2506133.3900,5461989.446
1158,MAK-MAD,2025,10,2025-03-04,13573,44,2587215.54,2595895.3500,5574171.614
1159,MAK-MAD,2025,10,2025-03-05,15233,44,2896601.15,3014618.8600,6192108.396
1160,MAK-MAD,2025,10,2025-03-06,16236,44,3089338.37,3283147.5000,6534853.822
1161,MAK-MAD,2025,10,2025-03-07,15367,46,2713330.28,2905357.9000,6115466.136
1162,MAK-MAD,2025,10,2025-03-08,18489,49,3592790.21,3792201.1300,7405898.320
1163,MAK-MAD,2025,11,2025-03-09,15273,45,2877844.50,3030722.4200,6239000.664
1164,MAK-MAD,2025,11,2025-03-10,15476,44,2894981.68,3044795.5100,6250202.862
1165,MAK-MAD,2025,11,2025-03-11,15663,44,2919667.89,3144346.0600,6349141.480
1166,MAK-MAD,2025,11,2025-03-12,15963,44,2994601.06,3279589.0800,6403011.748
1167,MAK-MAD,2025,11,2025-03-13,18491,48,3468753.41,3803196.6900,7370508.620
1168,MAK-MAD,2025,11,2025-03-14,18486,50,3202415.36,3526682.5400,7284600.942
1169,MAK-MAD,2025,11,2025-03-15,21419,54,4093776.38,4451637.6600,8577327.484
1170,MAK-MAD,2025,12,2025-03-16,17877,48,3355394.53,3660308.0200,7239260.768
1171,MAK-MAD,2025,12,2025-03-17,18112,48,3416779.84,3724082.1700,7325981.020
1172,MAK-MAD,2025,12,2025-03-18,18934,48,3717041.29,4045333.2400,7638522.160
1173,MAK-MAD,2025,12,2025-03-19,18342,47,4189063.15,4195857.3500,7549246.032
1174,MAK-MAD,2025,12,2025-03-20,23130,56,5823409.55,5841956.3400,9673597.380
1175,MAK-MAD,2025,12,2025-03-21,19340,54,4083967.30,4087740.8000,7803574.542
1176,MAK-MAD,2025,12,2025-03-22,19353,54,4180458.51,4186476.8000,7856386.904
1177,MAK-MAD,2025,13,2025-03-23,18375,50,4016746.52,4079303.9200,7540554.134
1178,MAK-MAD,2025,13,2025-03-24,19000,50,4114124.01,4185095.9300,7775261.448
1179,MAK-MAD,2025,13,2025-03-25,20490,50,4495598.27,4612141.2600,8312399.282
1180,MAK-MAD,2025,13,2025-03-26,18462,54,3646899.29,3726645.6000,7320886.954
1181,MAK-MAD,2025,13,2025-03-27,20125,54,4130455.21,4271535.2000,8099695.462
1182,MAK-MAD,2025,13,2025-03-28,18955,53,3574581.73,3643139.9500,7407194.968
1183,MAK-MAD,2025,13,2025-03-29,18050,52,3650797.52,3722443.9200,7101364.838
1184,MAK-MAD,2025,14,2025-03-30,13401,38,2869162.20,2872416.7000,5485655.054
1185,MAK-MAD,2025,14,2025-03-31,16651,44,3446764.37,3455552.8600,6879391.400
